ID,Length,Width,Height,Surface_Area,Volume,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z
323,4.5,5.5,4,129.5,99.0,2.6,3.8,1.5,3.0,2.6,1.5
324,4.5,5.5,4,129.5,99.0,1.8,1.0,1.5,2.2,2.6,1.5
325,4.5,6,2.5,106.5,67.5,3.4,1.4,1.5,3.0,3.0,1.5
326,4.5,6,2.5,106.5,67.5,2.6,4.6,1.5,1.0,2.6,1.5
327,4.5,6,2.5,106.5,67.5,1.8,4.2,1.5,1.0,1.8,1.5
328,4.5,6,3,117.0,81.0,3.4,1.4,1.5,3.0,3.0,1.5
329,4.5,6,3,117.0,81.0,2.6,4.6,1.5,1.0,2.6,1.5
330,4.5,6,3,117.0,81.0,1.8,4.2,1.5,1.0,1.8,1.5
331,4.5,6,3.5,127.5,94.5,3.4,1.4,1.5,3.0,3.0,1.5
332,4.5,6,3.5,127.5,94.5,2.6,4.6,1.5,1.0,2.6,1.5
333,4.5,6,3.5,127.5,94.5,1.8,4.2,1.5,1.0,1.8,1.5
334,4.5,6,4,138.0,108.0,3.4,1.4,1.5,3.0,3.0,1.5
335,4.5,6,4,138.0,108.0,2.6,4.6,1.5,1.0,2.6,1.5
336,4.5,6,4,138.0,108.0,1.8,4.2,1.5,1.0,1.8,1.5
337,5,3,2.5,70.0,37.5,2.2,1.4,1.5,3.8,1.8,1.5
338,5,3,2.5,70.0,37.5,3.8,1.8,1.5,1.8,1.8,1.5
339,5,3,2.5,70.0,37.5,2.2,1.0,1.5,3.8,1.0,1.5
340,5,3,3,78,45,2.2,1.4,1.5,3.8,1.8,1.5
341,5,3,3,78,45,3.8,1.8,1.5,1.8,1.8,1.5
342,5,3,3,78,45,2.2,1.0,1.5,3.8,1.0,1.5
343,5,3,3.5,86.0,52.5,2.2,1.4,1.5,3.8,1.8,1.5
344,5,3,3.5,86.0,52.5,3.8,1.8,1.5,1.8,1.8,1.5
345,5,3,3.5,86.0,52.5,2.2,1.0,1.5,3.8,1.0,1.5
346,5,3,4,94,60,2.2,1.4,1.5,3.8,1.8,1.5
347,5,3,4,94,60,3.8,1.8,1.5,1.8,1.8,1.5
348,5,3,4,94,60,2.2,1.0,1.5,3.8,1.0,1.5
349,5,3.5,2.5,77.5,43.75,3.0,1.0,1.5,1.8,1.4,1.5
350,5,3.5,2.5,77.5,43.75,2.2,2.2,1.5,2.2,1.0,1.5
351,5,3.5,2.5,77.5,43.75,2.2,1.4,1.5,3.0,2.2,1.5
352,5,3.5,3,86.0,52.5,3.0,1.0,1.5,1.8,1.4,1.5
353,5,3.5,3,86.0,52.5,2.2,2.2,1.5,2.2,1.0,1.5
354,5,3.5,3,86.0,52.5,2.2,1.4,1.5,3.0,2.2,1.5
355,5,3.5,3.5,94.5,61.25,3.0,1.0,1.5,1.8,1.4,1.5
356,5,3.5,3.5,94.5,61.25,2.2,2.2,1.5,2.2,1.0,1.5
357,5,3.5,3.5,94.5,61.25,2.2,1.4,1.5,3.0,2.2,1.5
358,5,3.5,4,103.0,70.0,3.0,1.0,1.5,1.8,1.4,1.5
359,5,3.5,4,103.0,70.0,2.2,2.2,1.5,2.2,1.0,1.5
360,5,3.5,4,103.0,70.0,2.2,1.4,1.5,3.0,2.2,1.5
361,5,4,2.5,85.0,50.0,1.4,1.4,1.5,1.0,3.0,1.5
362,5,4,2.5,85.0,50.0,3.4,3.0,1.5,2.2,2.2,1.5
363,5,4,2.5,85.0,50.0,3.0,2.2,1.5,1.0,2.2,1.5
364,5,4,3,94,60,1.4,1.4,1.5,1.0,3.0,1.5
365,5,4,3,94,60,3.4,3.0,1.5,2.2,2.2,1.5
366,5,4,3,94,60,3.0,2.2,1.5,1.0,2.2,1.5
367,5,4,3.5,103.0,70.0,1.4,1.4,1.5,1.0,3.0,1.5
368,5,4,3.5,103.0,70.0,3.4,3.0,1.5,2.2,2.2,1.5
369,5,4,3.5,103.0,70.0,3.0,2.2,1.5,1.0,2.2,1.5
370,5,4,4,112,80,1.4,1.4,1.5,1.0,3.0,1.5
371,5,4,4,112,80,3.4,3.0,1.5,2.2,2.2,1.5
372,5,4,4,112,80,3.0,2.2,1.5,1.0,2.2,1.5
373,5,4.5,2.5,92.5,56.25,3.0,3.4,1.5,1.8,2.6,1.5
374,5,4.5,2.5,92.5,56.25,3.4,3.4,1.5,2.2,3.0,1.5
375,5,4.5,2.5,92.5,56.25,1.8,3.0,1.5,3.4,1.8,1.5
376,5,4.5,3,102.0,67.5,3.0,3.4,1.5,1.8,2.6,1.5
377,5,4.5,3,102.0,67.5,3.4,3.4,1.5,2.2,3.0,1.5
378,5,4.5,3,102.0,67.5,1.8,3.0,1.5,3.4,1.8,1.5
379,5,4.5,3.5,111.5,78.75,3.0,3.4,1.5,1.8,2.6,1.5
380,5,4.5,3.5,111.5,78.75,3.4,3.4,1.5,2.2,3.0,1.5
381,5,4.5,3.5,111.5,78.75,1.8,3.0,1.5,3.4,1.8,1.5
382,5,4.5,4,121.0,90.0,3.0,3.4,1.5,1.8,2.6,1.5
383,5,4.5,4,121.0,90.0,3.4,3.4,1.5,2.2,3.0,1.5
384,5,4.5,4,121.0,90.0,1.8,3.0,1.5,3.4,1.8,1.5
385,5,5,2.5,100.0,62.5,1.4,3.8,1.5,2.6,3.0,1.5
386,5,5,2.5,100.0,62.5,1.0,1.0,1.5,1.8,1.8,1.5
387,5,5,2.5,100.0,62.5,1.4,1.8,1.5,2.6,3.8,1.5
388,5,5,3,110,75,1.4,3.8,1.5,2.6,3.0,1.5
389,5,5,3,110,75,1.0,1.0,1.5,1.8,1.8,1.5
390,5,5,3,110,75,1.4,1.8,1.5,2.6,3.8,1.5
391,5,5,3.5,120.0,87.5,1.4,3.8,1.5,2.6,3.0,1.5
392,5,5,3.5,120.0,87.5,1.0,1.0,1.5,1.8,1.8,1.5
393,5,5,3.5,120.0,87.5,1.4,1.8,1.5,2.6,3.8,1.5
394,5,5,4,130,100,1.4,3.8,1.5,2.6,3.0,1.5
395,5,5,4,130,100,1.0,1.0,1.5,1.8,1.8,1.5
396,5,5,4,130,100,1.4,1.8,1.5,2.6,3.8,1.5
397,5,5.5,2.5,107.5,68.75,2.6,1.8,1.5,3.8,4.2,1.5
398,5,5.5,2.5,107.5,68.75,2.2,4.2,1.5,3.0,2.2,1.5
399,5,5.5,2.5,107.5,68.75,3.4,4.2,1.5,1.0,3.0,1.5
400,5,5.5,3,118.0,82.5,2.6,1.8,1.5,3.8,4.2,1.5
401,5,5.5,3,118.0,82.5,2.2,4.2,1.5,3.0,2.2,1.5
402,5,5.5,3,118.0,82.5,3.4,4.2,1.5,1.0,3.0,1.5
403,5,5.5,3.5,128.5,96.25,2.6,1.8,1.5,3.8,4.2,1.5
404,5,5.5,3.5,128.5,96.25,2.2,4.2,1.5,3.0,2.2,1.5
405,5,5.5,3.5,128.5,96.25,3.4,4.2,1.5,1.0,3.0,1.5
406,5,5.5,4,139.0,110.0,2.6,1.8,1.5,3.8,4.2,1.5
407,5,5.5,4,139.0,110.0,2.2,4.2,1.5,3.0,2.2,1.5
408,5,5.5,4,139.0,110.0,3.4,4.2,1.5,1.0,3.0,1.5
409,5,6,2.5,115.0,75.0,3.8,1.4,1.5,3.4,3.0,1.5
410,5,6,2.5,115.0,75.0,3.8,5.0,1.5,1.4,3.8,1.5
411,5,6,2.5,115.0,75.0,3.0,4.2,1.5,3.8,5.0,1.5
412,5,6,3,126,90,3.8,1.4,1.5,3.4,3.0,1.5
413,5,6,3,126,90,3.8,5.0,1.5,1.4,3.8,1.5
414,5,6,3,126,90,3.0,4.2,1.5,3.8,5.0,1.5
415,5,6,3.5,137.0,105.0,3.8,1.4,1.5,3.4,3.0,1.5
416,5,6,3.5,137.0,105.0,3.8,5.0,1.5,1.4,3.8,1.5
417,5,6,3.5,137.0,105.0,3.0,4.2,1.5,3.8,5.0,1.5
418,5,6,4,148,120,3.8,1.4,1.5,3.4,3.0,1.5
419,5,6,4,148,120,3.8,5.0,1.5,1.4,3.8,1.5
420,5,6,4,148,120,3.0,4.2,1.5,3.8,5.0,1.5
421,5.5,3,2.5,75.5,41.25,2.2,1.4,1.5,3.8,1.4,1.5
422,5.5,3,2.5,75.5,41.25,4.2,1.0,1.5,1.8,1.4,1.5
423,5.5,3,2.5,75.5,41.25,1.8,1.0,1.5,4.2,1.4,1.5
424,5.5,3,3,84.0,49.5,2.2,1.4,1.5,3.8,1.4,1.5
425,5.5,3,3,84.0,49.5,4.2,1.0,1.5,1.8,1.4,1.5
426,5.5,3,3,84.0,49.5,1.8,1.0,1.5,4.2,1.4,1.5
427,5.5,3,3.5,92.5,57.75,2.2,1.4,1.5,3.8,1.4,1.5
428,5.5,3,3.5,92.5,57.75,4.2,1.0,1.5,1.8,1.4,1.5
429,5.5,3,3.5,92.5,57.75,1.8,1.0,1.5,4.2,1.4,1.5
430,5.5,3,4,101.0,66.0,2.2,1.4,1.5,3.8,1.4,1.5
431,5.5,3,4,101.0,66.0,4.2,1.0,1.5,1.8,1.4,1.5
432,5.5,3,4,101.0,66.0,1.8,1.0,1.5,4.2,1.4,1.5
433,5.5,3.5,2.5,83.5,48.125,1.4,2.2,1.5,2.6,2.2,1.5
434,5.5,3.5,2.5,83.5,48.125,1.0,1.8,1.5,2.6,1.0,1.5
435,5.5,3.5,2.5,83.5,48.125,1.8,1.4,1.5,3.8,1.4,1.5
436,5.5,3.5,3,92.5,57.75,1.4,2.2,1.5,2.6,2.2,1.5
437,5.5,3.5,3,92.5,57.75,1.0,1.8,1.5,2.6,1.0,1.5
438,5.5,3.5,3,92.5,57.75,1.8,1.4,1.5,3.8,1.4,1.5
439,5.5,3.5,3.5,101.5,67.375,1.4,2.2,1.5,2.6,2.2,1.5
440,5.5,3.5,3.5,101.5,67.375,1.0,1.8,1.5,2.6,1.0,1.5
441,5.5,3.5,3.5,101.5,67.375,1.8,1.4,1.5,3.8,1.4,1.5
442,5.5,3.5,4,110.5,77.0,1.4,2.2,1.5,2.6,2.2,1.5
443,5.5,3.5,4,110.5,77.0,1.0,1.8,1.5,2.6,1.0,1.5
444,5.5,3.5,4,110.5,77.0,1.8,1.4,1.5,3.8,1.4,1.5
445,5.5,4,2.5,91.5,55.0,3.8,1.0,1.5,3.0,2.2,1.5
446,5.5,4,2.5,91.5,55.0,3.0,1.8,1.5,1.0,2.2,1.5
447,5.5,4,2.5,91.5,55.0,1.8,3.0,1.5,1.0,1.4,1.5
448,5.5,4,3,101.0,66.0,3.8,1.0,1.5,3.0,2.2,1.5
449,5.5,4,3,101.0,66.0,3.0,1.8,1.5,1.0,2.2,1.5
450,5.5,4,3,101.0,66.0,1.8,3.0,1.5,1.0,1.4,1.5
451,5.5,4,3.5,110.5,77.0,3.8,1.0,1.5,3.0,2.2,1.5
452,5.5,4,3.5,110.5,77.0,3.0,1.8,1.5,1.0,2.2,1.5
453,5.5,4,3.5,110.5,77.0,1.8,3.0,1.5,1.0,1.4,1.5
454,5.5,4,4,120.0,88.0,3.8,1.0,1.5,3.0,2.2,1.5
455,5.5,4,4,120.0,88.0,3.0,1.8,1.5,1.0,2.2,1.5
456,5.5,4,4,120.0,88.0,1.8,3.0,1.5,1.0,1.4,1.5
457,5.5,4.5,2.5,99.5,61.875,4.2,1.8,1.5,1.4,2.2,1.5
458,5.5,4.5,2.5,99.5,61.875,2.6,2.2,1.5,4.2,1.8,1.5
459,5.5,4.5,2.5,99.5,61.875,2.2,3.0,1.5,1.0,1.0,1.5
460,5.5,4.5,3,109.5,74.25,4.2,1.8,1.5,1.4,2.2,1.5
461,5.5,4.5,3,109.5,74.25,2.6,2.2,1.5,4.2,1.8,1.5
462,5.5,4.5,3,109.5,74.25,2.2,3.0,1.5,1.0,1.0,1.5
463,5.5,4.5,3.5,119.5,86.625,4.2,1.8,1.5,1.4,2.2,1.5
464,5.5,4.5,3.5,119.5,86.625,2.6,2.2,1.5,4.2,1.8,1.5
465,5.5,4.5,3.5,119.5,86.625,2.2,3.0,1.5,1.0,1.0,1.5
466,5.5,4.5,4,129.5,99.0,4.2,1.8,1.5,1.4,2.2,1.5
467,5.5,4.5,4,129.5,99.0,2.6,2.2,1.5,4.2,1.8,1.5
468,5.5,4.5,4,129.5,99.0,2.2,3.0,1.5,1.0,1.0,1.5
469,5.5,5,2.5,107.5,68.75,2.2,3.0,1.5,1.0,1.4,1.5
470,5.5,5,2.5,107.5,68.75,3.8,3.0,1.5,3.4,1.8,1.5
471,5.5,5,2.5,107.5,68.75,1.0,1.0,1.5,3.0,3.8,1.5
472,5.5,5,3,118.0,82.5,2.2,3.0,1.5,1.0,1.4,1.5
473,5.5,5,3,118.0,82.5,3.8,3.0,1.5,3.4,1.8,1.5
474,5.5,5,3,118.0,82.5,1.0,1.0,1.5,3.0,3.8,1.5
475,5.5,5,3.5,128.5,96.25,2.2,3.0,1.5,1.0,1.4,1.5
476,5.5,5,3.5,128.5,96.25,3.8,3.0,1.5,3.4,1.8,1.5
477,5.5,5,3.5,128.5,96.25,1.0,1.0,1.5,3.0,3.8,1.5
478,5.5,5,4,139.0,110.0,2.2,3.0,1.5,1.0,1.4,1.5
479,5.5,5,4,139.0,110.0,3.8,3.0,1.5,3.4,1.8,1.5
480,5.5,5,4,139.0,110.0,1.0,1.0,1.5,3.0,3.8,1.5
481,5.5,5.5,2.5,115.5,75.625,2.6,1.4,1.5,4.2,1.8,1.5
482,5.5,5.5,2.5,115.5,75.625,1.4,3.0,1.5,2.6,1.8,1.5
483,5.5,5.5,2.5,115.5,75.625,1.0,2.6,1.5,3.4,3.0,1.5
484,5.5,5.5,3,126.5,90.75,2.6,1.4,1.5,4.2,1.8,1.5
485,5.5,5.5,3,126.5,90.75,1.4,3.0,1.5,2.6,1.8,1.5
486,5.5,5.5,3,126.5,90.75,1.0,2.6,1.5,3.4,3.0,1.5
487,5.5,5.5,3.5,137.5,105.875,2.6,1.4,1.5,4.2,1.8,1.5
488,5.5,5.5,3.5,137.5,105.875,1.4,3.0,1.5,2.6,1.8,1.5
489,5.5,5.5,3.5,137.5,105.875,1.0,2.6,1.5,3.4,3.0,1.5
490,5.5,5.5,4,148.5,121.0,2.6,1.4,1.5,4.2,1.8,1.5
491,5.5,5.5,4,148.5,121.0,1.4,3.0,1.5,2.6,1.8,1.5
492,5.5,5.5,4,148.5,121.0,1.0,2.6,1.5,3.4,3.0,1.5
493,5.5,6,2.5,123.5,82.5,3.8,1.8,1.5,3.8,4.6,1.5
494,5.5,6,2.5,123.5,82.5,3.8,1.8,1.5,2.6,4.2,1.5
495,5.5,6,2.5,123.5,82.5,3.8,4.6,1.5,2.6,4.6,1.5
496,5.5,6,3,135.0,99.0,3.8,1.8,1.5,3.8,4.6,1.5
497,5.5,6,3,135.0,99.0,3.8,1.8,1.5,2.6,4.2,1.5
498,5.5,6,3,135.0,99.0,3.8,4.6,1.5,2.6,4.6,1.5
499,5.5,6,3.5,146.5,115.5,3.8,1.8,1.5,3.8,4.6,1.5
500,5.5,6,3.5,146.5,115.5,3.8,1.8,1.5,2.6,4.2,1.5
501,5.5,6,3.5,146.5,115.5,3.8,4.6,1.5,2.6,4.6,1.5
502,5.5,6,4,158.0,132.0,3.8,1.8,1.5,3.8,4.6,1.5
503,5.5,6,4,158.0,132.0,3.8,1.8,1.5,2.6,4.2,1.5
504,5.5,6,4,158.0,132.0,3.8,4.6,1.5,2.6,4.6,1.5
505,6,3,2.5,81.0,45.0,1.0,1.0,1.5,3.0,1.8,1.5
506,6,3,2.5,81.0,45.0,2.6,1.4,1.5,5.0,1.8,1.5
507,6,3,2.5,81.0,45.0,1.8,1.8,1.5,3.4,1.4,1.5
508,6,3,3,90,54,1.0,1.0,1.5,3.0,1.8,1.5
509,6,3,3,90,54,2.6,1.4,1.5,5.0,1.8,1.5
510,6,3,3,90,54,1.8,1.8,1.5,3.4,1.4,1.5
511,6,3,3.5,99.0,63.0,1.0,1.0,1.5,3.0,1.8,1.5
512,6,3,3.5,99.0,63.0,2.6,1.4,1.5,5.0,1.8,1.5
513,6,3,3.5,99.0,63.0,1.8,1.8,1.5,3.4,1.4,1.5
514,6,3,4,108,72,1.0,1.0,1.5,3.0,1.8,1.5
515,6,3,4,108,72,2.6,1.4,1.5,5.0,1.8,1.5
516,6,3,4,108,72,1.8,1.8,1.5,3.4,1.4,1.5
517,6,3.5,2.5,89.5,52.5,1.4,1.4,1.5,3.4,1.0,1.5
518,6,3.5,2.5,89.5,52.5,4.6,2.2,1.5,1.8,2.2,1.5
519,6,3.5,2.5,89.5,52.5,3.8,1.0,1.5,1.4,2.2,1.5
520,6,3.5,3,99.0,63.0,1.4,1.4,1.5,3.4,1.0,1.5
521,6,3.5,3,99.0,63.0,4.6,2.2,1.5,1.8,2.2,1.5
522,6,3.5,3,99.0,63.0,3.8,1.0,1.5,1.4,2.2,1.5
523,6,3.5,3.5,108.5,73.5,1.4,1.4,1.5,3.4,1.0,1.5
524,6,3.5,3.5,108.5,73.5,4.6,2.2,1.5,1.8,2.2,1.5
525,6,3.5,3.5,108.5,73.5,3.8,1.0,1.5,1.4,2.2,1.5
526,6,3.5,4,118.0,84.0,1.4,1.4,1.5,3.4,1.0,1.5
527,6,3.5,4,118.0,84.0,4.6,2.2,1.5,1.8,2.2,1.5
528,6,3.5,4,118.0,84.0,3.8,1.0,1.5,1.4,2.2,1.5
529,6,4,2.5,98.0,60.0,2.2,3.0,1.5,5.0,1.4,1.5
530,6,4,2.5,98.0,60.0,2.2,2.6,1.5,3.0,1.8,1.5
531,6,4,2.5,98.0,60.0,3.4,2.6,1.5,5.0,2.2,1.5
532,6,4,3,108,72,2.2,3.0,1.5,5.0,1.4,1.5
533,6,4,3,108,72,2.2,2.6,1.5,3.0,1.8,1.5
534,6,4,3,108,72,3.4,2.6,1.5,5.0,2.2,1.5
535,6,4,3.5,118.0,84.0,2.2,3.0,1.5,5.0,1.4,1.5
536,6,4,3.5,118.0,84.0,2.2,2.6,1.5,3.0,1.8,1.5
537,6,4,3.5,118.0,84.0,3.4,2.6,1.5,5.0,2.2,1.5
538,6,4,4,128,96,2.2,3.0,1.5,5.0,1.4,1.5
539,6,4,4,128,96,2.2,2.6,1.5,3.0,1.8,1.5
540,6,4,4,128,96,3.4,2.6,1.5,5.0,2.2,1.5
541,6,4.5,2.5,106.5,67.5,4.6,3.4,1.5,4.2,2.2,1.5
542,6,4.5,2.5,106.5,67.5,4.2,2.6,1.5,4.2,1.0,1.5
543,6,4.5,2.5,106.5,67.5,3.0,2.2,1.5,4.6,1.8,1.5
544,6,4.5,3,117.0,81.0,4.6,3.4,1.5,4.2,2.2,1.5
545,6,4.5,3,117.0,81.0,4.2,2.6,1.5,4.2,1.0,1.5
546,6,4.5,3,117.0,81.0,3.0,2.2,1.5,4.6,1.8,1.5
547,6,4.5,3.5,127.5,94.5,4.6,3.4,1.5,4.2,2.2,1.5
548,6,4.5,3.5,127.5,94.5,4.2,2.6,1.5,4.2,1.0,1.5
549,6,4.5,3.5,127.5,94.5,3.0,2.2,1.5,4.6,1.8,1.5
550,6,4.5,4,138.0,108.0,4.6,3.4,1.5,4.2,2.2,1.5
551,6,4.5,4,138.0,108.0,4.2,2.6,1.5,4.2,1.0,1.5
552,6,4.5,4,138.0,108.0,3.0,2.2,1.5,4.6,1.8,1.5
553,6,5,2.5,115.0,75.0,1.4,2.6,1.5,2.6,1.4,1.5
554,6,5,2.5,115.0,75.0,3.0,3.8,1.5,2.6,2.2,1.5
555,6,5,2.5,115.0,75.0,2.6,3.4,1.5,2.2,1.4,1.5
556,6,5,3,126,90,1.4,2.6,1.5,2.6,1.4,1.5
557,6,5,3,126,90,3.0,3.8,1.5,2.6,2.2,1.5
558,6,5,3,126,90,2.6,3.4,1.5,2.2,1.4,1.5
559,6,5,3.5,137.0,105.0,1.4,2.6,1.5,2.6,1.4,1.5
560,6,5,3.5,137.0,105.0,3.0,3.8,1.5,2.6,2.2,1.5
561,6,5,3.5,137.0,105.0,2.6,3.4,1.5,2.2,1.4,1.5
562,6,5,4,148,120,1.4,2.6,1.5,2.6,1.4,1.5
563,6,5,4,148,120,3.0,3.8,1.5,2.6,2.2,1.5
564,6,5,4,148,120,2.6,3.4,1.5,2.2,1.4,1.5
565,6,5.5,2.5,123.5,82.5,3.4,3.0,1.5,4.2,1.8,1.5
566,6,5.5,2.5,123.5,82.5,1.4,1.4,1.5,5.0,1.0,1.5
567,6,5.5,2.5,123.5,82.5,5.0,1.4,1.5,3.0,3.0,1.5
568,6,5.5,3,135.0,99.0,3.4,3.0,1.5,4.2,1.8,1.5
569,6,5.5,3,135.0,99.0,1.4,1.4,1.5,5.0,1.0,1.5
570,6,5.5,3,135.0,99.0,5.0,1.4,1.5,3.0,3.0,1.5
571,6,5.5,3.5,146.5,115.5,3.4,3.0,1.5,4.2,1.8,1.5
572,6,5.5,3.5,146.5,115.5,1.4,1.4,1.5,5.0,1.0,1.5
573,6,5.5,3.5,146.5,115.5,5.0,1.4,1.5,3.0,3.0,1.5
574,6,5.5,4,158.0,132.0,3.4,3.0,1.5,4.2,1.8,1.5
575,6,5.5,4,158.0,132.0,1.4,1.4,1.5,5.0,1.0,1.5
576,6,5.5,4,158.0,132.0,5.0,1.4,1.5,3.0,3.0,1.5
577,6,6,2.5,132.0,90.0,3.8,2.6,1.5,4.6,3.4,1.5
578,6,6,2.5,132.0,90.0,1.8,1.8,1.5,4.6,1.0,1.5
579,6,6,2.5,132.0,90.0,1.8,2.6,1.5,3.0,1.0,1.5
580,6,6,3,144,108,3.8,2.6,1.5,4.6,3.4,1.5
581,6,6,3,144,108,1.8,1.8,1.5,4.6,1.0,1.5
582,6,6,3,144,108,1.8,2.6,1.5,3.0,1.0,1.5
583,6,6,3.5,156.0,126.0,3.8,2.6,1.5,4.6,3.4,1.5
584,6,6,3.5,156.0,126.0,1.8,1.8,1.5,4.6,1.0,1.5
585,6,6,3.5,156.0,126.0,1.8,2.6,1.5,3.0,1.0,1.5
586,6,6,4,168,144,3.8,2.6,1.5,4.6,3.4,1.5
587,6,6,4,168,144,1.8,1.8,1.5,4.6,1.0,1.5
588,6,6,4,168,144,1.8,2.6,1.5,3.0,1.0,1.5
