ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z, f1,f2,f3,f4,f5,f6,f7
269,4.5,3.5,3.0,1.0,2.2,1.5,3.4,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
269,4.5,3.5,3.0,1.0,2.2,1.5,3.4,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
269,4.5,3.5,3.0,1.0,2.2,1.5,3.4,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
269,4.5,3.5,3.0,1.0,2.2,1.5,3.4,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
270,4.5,3.5,3.0,3.0,2.2,1.5,1.0,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
271,4.5,3.5,3.5,2.2,1.4,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
272,4.5,3.5,3.5,1.0,2.2,1.5,3.4,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
273,4.5,3.5,3.5,3.0,2.2,1.5,1.0,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
274,4.5,3.5,4.0,2.2,1.4,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
275,4.5,3.5,4.0,1.0,2.2,1.5,3.4,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
276,4.5,3.5,4.0,3.0,2.2,1.5,1.0,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
277,4.5,4.0,2.5,1.8,3.0,1.5,3.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
278,4.5,4.0,2.5,1.0,1.4,1.5,2.2,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
279,4.5,4.0,2.5,1.0,1.0,1.5,3.4,3.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
280,4.5,4.0,3.0,1.8,3.0,1.5,3.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
281,4.5,4.0,3.0,1.0,1.4,1.5,2.2,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
282,4.5,4.0,3.0,1.0,1.0,1.5,3.4,3.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
283,4.5,4.0,3.5,1.8,3.0,1.5,3.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
284,4.5,4.0,3.5,1.0,1.4,1.5,2.2,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
285,4.5,4.0,3.5,1.0,1.0,1.5,3.4,3.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
286,4.5,4.0,4.0,1.8,3.0,1.5,3.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
287,4.5,4.0,4.0,1.0,1.4,1.5,2.2,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
288,4.5,4.0,4.0,1.0,1.0,1.5,3.4,3.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
289,4.5,4.5,2.5,3.0,3.4,1.5,2.2,1.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
290,4.5,4.5,2.5,1.0,1.4,1.5,3.4,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
