ID,Length,Width,Height,Source_X,Source_Y,Source_Z,Receiver_X,Receiver_Y,Receiver_Z, f1,f2,f3,f4,f5,f6,f7
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
114,3.5,4.0,3.0,1.8,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
115,3.5,4.0,3.5,1.4,3.0,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
116,3.5,4.0,3.5,1.8,2.2,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
117,3.5,4.0,3.5,1.8,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
118,3.5,4.0,4.0,1.4,3.0,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
119,3.5,4.0,4.0,1.8,2.2,1.5,1.0,1.0,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
120,3.5,4.0,4.0,1.8,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
121,3.5,4.5,2.5,1.4,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
122,3.5,4.5,2.5,1.4,1.8,1.5,1.8,3.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
123,3.5,4.5,2.5,1.8,1.0,1.5,2.2,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
124,3.5,4.5,3.0,1.4,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
125,3.5,4.5,3.0,1.4,1.8,1.5,1.8,3.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
126,3.5,4.5,3.0,1.8,1.0,1.5,2.2,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
127,3.5,4.5,3.5,1.4,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
128,3.5,4.5,3.5,1.4,1.8,1.5,1.8,3.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
129,3.5,4.5,3.5,1.8,1.0,1.5,2.2,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
130,3.5,4.5,4.0,1.4,1.0,1.5,1.0,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
131,3.5,4.5,4.0,1.4,1.8,1.5,1.8,3.4,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
132,3.5,4.5,4.0,1.8,1.0,1.5,2.2,2.2,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
133,3.5,5.0,2.5,2.2,2.6,1.5,1.4,3.8,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.24,0.38,0.51,0.47,0.37,0.32,0.31
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.21,0.34,0.45,0.44,0.38,0.34,0.34
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.14,0.16,0.25,0.24,0.22,0.24,0.24
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.22,0.18,0.17,0.12,0.08,0.05,0.05
134,3.5,5.0,2.5,2.2,1.4,1.5,1.4,3.8,1.5,0.17,0.2,0.24,0.26,0.24,0.24,0.23
135,3.5,5.0,2.5,1.8,1.8,1.5,1.0,3.4,1.5,0.19,0.34,0.55,0.62,0.62,0.65,0.65
135,3.5,5.0,2.5,1.8,1.8,1.5,1.0,3.4,1.5,0.26,0.42,0.6,0.59,0.56,0.58,0.58
135,3.5,5.0,2.5,1.8,1.8,1.5,1.0,3.4,1.5,0.16,0.17,0.16,0.13,0.06,0.06,0.05
135,3.5,5.0,2.5,1.8,1.8,1.5,1.0,3.4,1.5,0.29,0.6,0.85,0.83,0.69,0.63,0.62
135,3.5,5.0,2.5,1.8,1.8,1.5,1.0,3.4,1.5,0.26,0.42,0.61,0.61,0.61,0.65,0.65
