filename,RT60_RT20,Corr_RT60_RT20,RT60_RT30,Corr_RT60_RT30
RIR_449_case5.wav,0.355,0.997,0.461,0.996
RIR_449_case6.wav,0.37,0.997,0.735,0.984
RIR_449_case7.wav,0.589,0.997,0.796,0.993
RIR_449_case8.wav,0.724,0.998,0.831,0.997
RIR_449_case9.wav,0.516,0.996,0.549,0.995
RIR_450_case0.wav,0.208,0.991,0.33,0.987
RIR_450_case1.wav,0.121,0.995,0.165,0.994
RIR_450_case2.wav,2.182,0.998,2.692,0.996
RIR_450_case3.wav,0.114,0.997,0.141,0.997
RIR_450_case4.wav,0.117,0.996,0.177,0.992
RIR_450_case5.wav,0.467,0.996,0.558,0.996
RIR_450_case6.wav,0.557,0.994,0.71,0.993
RIR_450_case7.wav,0.621,0.997,0.93,0.993
RIR_450_case8.wav,0.752,0.999,0.913,0.998
RIR_450_case9.wav,0.524,0.997,0.802,0.992
RIR_451_case0.wav,0.232,0.993,0.33,0.99
RIR_451_case1.wav,0.149,0.999,0.198,0.996
RIR_451_case2.wav,2.377,0.998,2.881,0.997
RIR_451_case3.wav,0.136,1.0,0.167,0.998
RIR_451_case4.wav,0.137,0.999,0.204,0.994
RIR_451_case5.wav,0.474,0.998,0.62,0.997
RIR_451_case6.wav,0.74,0.993,0.958,0.99
RIR_451_case7.wav,0.766,0.996,1.225,0.99
RIR_451_case8.wav,0.809,0.998,0.931,0.998
RIR_451_case9.wav,0.53,0.995,0.95,0.988
RIR_452_case0.wav,0.195,0.996,0.286,0.991
RIR_452_case1.wav,0.136,0.999,0.182,0.995
RIR_452_case2.wav,2.273,0.998,2.822,0.996
RIR_452_case3.wav,0.125,0.999,0.149,0.998
RIR_452_case4.wav,0.122,0.999,0.177,0.995
RIR_452_case5.wav,0.417,0.997,0.59,0.994
RIR_452_case6.wav,0.456,0.996,0.753,0.988
RIR_452_case7.wav,0.689,0.997,0.835,0.994
RIR_452_case8.wav,0.724,0.998,0.826,0.997
RIR_452_case9.wav,0.514,0.996,0.556,0.995
RIR_453_case0.wav,0.251,0.993,0.357,0.991
RIR_453_case1.wav,0.149,0.998,0.197,0.995
RIR_453_case2.wav,2.304,0.998,2.837,0.996
RIR_453_case3.wav,0.13,1.0,0.171,0.998
RIR_453_case4.wav,0.128,0.999,0.214,0.991
RIR_453_case5.wav,0.544,0.998,0.634,0.996
RIR_453_case6.wav,0.563,0.995,0.891,0.993
RIR_453_case7.wav,0.682,0.998,1.1,0.991
RIR_453_case8.wav,0.754,0.999,0.913,0.998
RIR_453_case9.wav,0.524,0.997,0.8,0.992
RIR_454_case0.wav,0.228,0.995,0.336,0.991
RIR_454_case1.wav,0.168,0.999,0.213,0.995
RIR_454_case2.wav,2.435,0.998,2.941,0.997
RIR_454_case3.wav,0.151,1.0,0.18,0.998
RIR_454_case4.wav,0.152,0.999,0.212,0.995
RIR_454_case5.wav,0.525,0.998,0.67,0.995
RIR_454_case6.wav,0.775,0.992,1.0,0.99
RIR_454_case7.wav,0.776,0.996,1.524,0.985
RIR_454_case8.wav,0.808,0.998,0.923,0.998
RIR_454_case9.wav,0.527,0.995,0.897,0.989
RIR_455_case0.wav,0.192,0.996,0.297,0.99
RIR_455_case1.wav,0.14,0.999,0.177,0.996
RIR_455_case2.wav,2.311,0.998,2.845,0.996
RIR_455_case3.wav,0.131,0.999,0.157,0.998
RIR_455_case4.wav,0.126,0.999,0.181,0.994
RIR_455_case5.wav,0.449,0.998,0.618,0.994
RIR_455_case6.wav,0.466,0.997,0.755,0.987
RIR_455_case7.wav,0.7,0.996,0.854,0.994
RIR_455_case8.wav,0.735,0.998,0.828,0.998
RIR_455_case9.wav,0.522,0.996,0.555,0.995
RIR_456_case0.wav,0.269,0.993,0.364,0.991
RIR_456_case1.wav,0.161,0.998,0.21,0.995
RIR_456_case2.wav,2.389,0.998,2.871,0.997
RIR_456_case3.wav,0.135,1.0,0.171,0.998
RIR_456_case4.wav,0.144,0.998,0.221,0.992
RIR_456_case5.wav,0.538,0.998,0.673,0.997
RIR_456_case6.wav,0.631,0.997,0.814,0.995
RIR_456_case7.wav,0.698,0.998,1.128,0.991
RIR_456_case8.wav,0.753,0.999,0.916,0.998
RIR_456_case9.wav,0.524,0.997,0.802,0.992
RIR_457_case0.wav,0.188,0.997,0.295,0.99
RIR_457_case1.wav,0.136,1.0,0.169,0.997
RIR_457_case2.wav,2.269,0.997,2.871,0.995
RIR_457_case3.wav,0.147,1.0,0.162,0.999
RIR_457_case4.wav,0.137,0.999,0.183,0.996
RIR_457_case5.wav,0.389,0.999,0.552,0.994
RIR_457_case6.wav,0.427,0.998,0.64,0.991
RIR_457_case7.wav,0.572,0.998,0.897,0.992
RIR_457_case8.wav,0.752,0.999,0.876,0.998
RIR_457_case9.wav,0.481,0.998,0.638,0.994
RIR_458_case0.wav,0.217,0.994,0.334,0.989
RIR_458_case1.wav,0.139,0.999,0.184,0.996
RIR_458_case2.wav,2.418,0.997,2.862,0.996
RIR_458_case3.wav,0.141,0.999,0.168,0.998
RIR_458_case4.wav,0.136,0.999,0.207,0.993
RIR_458_case5.wav,0.448,0.999,0.597,0.996
RIR_458_case6.wav,0.542,0.998,0.752,0.993
RIR_458_case7.wav,0.611,0.998,0.935,0.993
RIR_458_case8.wav,0.808,0.998,0.942,0.997
RIR_458_case9.wav,0.584,0.996,0.962,0.989
RIR_459_case0.wav,0.165,0.998,0.28,0.989
RIR_459_case1.wav,0.133,0.999,0.165,0.998
RIR_459_case2.wav,2.256,0.997,2.853,0.996
RIR_459_case3.wav,0.138,1.0,0.152,0.999
RIR_459_case4.wav,0.135,0.999,0.168,0.997
RIR_459_case5.wav,0.419,0.998,0.581,0.995
RIR_459_case6.wav,0.482,0.997,0.864,0.987
RIR_459_case7.wav,0.656,0.996,0.741,0.995
RIR_459_case8.wav,0.742,0.998,0.865,0.997
RIR_459_case9.wav,0.491,0.995,0.564,0.994
RIR_460_case0.wav,0.172,0.996,0.283,0.989
RIR_460_case1.wav,0.139,0.999,0.172,0.997
RIR_460_case2.wav,2.309,0.997,2.823,0.996
RIR_460_case3.wav,0.139,0.999,0.158,0.999
RIR_460_case4.wav,0.134,0.998,0.183,0.995
RIR_460_case5.wav,0.427,0.998,0.578,0.994
RIR_460_case6.wav,0.448,0.997,0.642,0.991
RIR_460_case7.wav,0.585,0.997,0.973,0.99
RIR_460_case8.wav,0.75,0.999,0.873,0.998
RIR_460_case9.wav,0.471,0.997,0.624,0.994
RIR_461_case0.wav,0.2,0.994,0.314,0.989
RIR_461_case1.wav,0.145,0.999,0.176,0.997
RIR_461_case2.wav,2.418,0.997,2.901,0.996
RIR_461_case3.wav,0.137,0.999,0.165,0.998
RIR_461_case4.wav,0.13,0.999,0.192,0.994
RIR_461_case5.wav,0.457,0.998,0.598,0.996
RIR_461_case6.wav,0.543,0.998,0.796,0.994
RIR_461_case7.wav,0.622,0.998,0.987,0.992
RIR_461_case8.wav,0.813,0.998,0.944,0.997
RIR_461_case9.wav,0.583,0.997,0.962,0.989
RIR_462_case0.wav,0.17,0.997,0.269,0.989
RIR_462_case1.wav,0.126,0.999,0.163,0.997
RIR_462_case2.wav,2.284,0.998,2.901,0.996
RIR_462_case3.wav,0.132,0.999,0.151,0.999
RIR_462_case4.wav,0.126,0.999,0.168,0.997
RIR_462_case5.wav,0.395,0.998,0.528,0.994
RIR_462_case6.wav,0.44,0.996,0.818,0.986
RIR_462_case7.wav,0.652,0.995,0.795,0.994
RIR_462_case8.wav,0.739,0.998,0.861,0.997
RIR_462_case9.wav,0.493,0.995,0.564,0.994
RIR_463_case0.wav,0.199,0.997,0.316,0.99
RIR_463_case1.wav,0.161,0.999,0.189,0.998
RIR_463_case2.wav,2.411,0.997,2.926,0.996
RIR_463_case3.wav,0.152,0.999,0.168,0.999
RIR_463_case4.wav,0.152,0.999,0.2,0.996
RIR_463_case5.wav,0.474,0.998,0.596,0.994
RIR_463_case6.wav,0.532,0.997,0.731,0.992
RIR_463_case7.wav,0.645,0.998,1.318,0.984
RIR_463_case8.wav,0.752,0.999,0.875,0.997
RIR_463_case9.wav,0.469,0.997,0.628,0.994
RIR_464_case0.wav,0.229,0.995,0.355,0.99
RIR_464_case1.wav,0.154,0.999,0.195,0.997
RIR_464_case2.wav,2.5,0.998,2.966,0.997
RIR_464_case3.wav,0.15,1.0,0.171,0.998
RIR_464_case4.wav,0.158,0.999,0.224,0.994
RIR_464_case5.wav,0.519,0.999,0.646,0.997
RIR_464_case6.wav,0.594,0.999,0.804,0.996
RIR_464_case7.wav,0.707,0.997,1.205,0.989
RIR_464_case8.wav,0.807,0.998,0.941,0.997
RIR_464_case9.wav,0.59,0.996,0.961,0.989
RIR_465_case0.wav,0.17,0.998,0.298,0.989
RIR_465_case1.wav,0.147,1.0,0.173,0.998
RIR_465_case2.wav,2.416,0.998,2.968,0.996
RIR_465_case3.wav,0.144,1.0,0.162,0.999
RIR_465_case4.wav,0.135,1.0,0.18,0.996
RIR_465_case5.wav,0.417,0.997,0.577,0.995
RIR_465_case6.wav,0.464,0.995,0.815,0.987
RIR_465_case7.wav,0.693,0.995,0.921,0.995
RIR_465_case8.wav,0.742,0.998,0.865,0.997
RIR_465_case9.wav,0.492,0.994,0.56,0.994
RIR_466_case0.wav,0.208,0.997,0.316,0.99
RIR_466_case1.wav,0.177,0.998,0.195,0.998
RIR_466_case2.wav,2.434,0.998,2.992,0.996
RIR_466_case3.wav,0.164,0.999,0.177,0.999
RIR_466_case4.wav,0.154,0.999,0.195,0.997
RIR_466_case5.wav,0.453,0.998,0.598,0.995
RIR_466_case6.wav,0.536,0.997,0.71,0.992
RIR_466_case7.wav,0.68,0.997,1.318,0.984
RIR_466_case8.wav,0.756,0.999,0.876,0.998
RIR_466_case9.wav,0.472,0.997,0.638,0.994
RIR_467_case0.wav,0.262,0.994,0.368,0.991
RIR_467_case1.wav,0.168,0.999,0.211,0.997
RIR_467_case2.wav,2.535,0.998,3.058,0.997
RIR_467_case3.wav,0.151,1.0,0.178,0.998
RIR_467_case4.wav,0.159,0.999,0.226,0.994
RIR_467_case5.wav,0.482,0.999,0.654,0.996
RIR_467_case6.wav,0.612,0.998,0.751,0.995
RIR_467_case7.wav,0.743,0.997,1.321,0.988
RIR_467_case8.wav,0.811,0.998,0.943,0.997
RIR_467_case9.wav,0.586,0.996,0.962,0.989
RIR_468_case0.wav,0.206,0.998,0.32,0.992
RIR_468_case1.wav,0.154,0.999,0.184,0.999
RIR_468_case2.wav,2.468,0.998,2.957,0.997
RIR_468_case3.wav,0.152,0.999,0.165,1.0
RIR_468_case4.wav,0.138,0.999,0.185,0.996
RIR_468_case5.wav,0.465,0.998,0.65,0.994
RIR_468_case6.wav,0.545,0.995,0.809,0.988
RIR_468_case7.wav,0.692,0.995,0.952,0.994
RIR_468_case8.wav,0.745,0.998,0.866,0.997
RIR_468_case9.wav,0.499,0.994,0.564,0.994
RIR_469_case0.wav,0.239,0.992,0.358,0.989
RIR_469_case1.wav,0.14,0.998,0.19,0.995
RIR_469_case2.wav,2.426,0.997,2.951,0.996
RIR_469_case3.wav,0.144,0.999,0.174,0.998
RIR_469_case4.wav,0.136,0.998,0.201,0.993
RIR_469_case5.wav,0.471,0.998,0.61,0.996
RIR_469_case6.wav,0.844,0.992,1.028,0.993
RIR_469_case7.wav,0.674,0.997,0.883,0.993
RIR_469_case8.wav,0.808,0.999,0.981,0.998
RIR_469_case9.wav,0.671,0.995,0.563,0.996
RIR_470_case0.wav,0.214,0.996,0.326,0.989
RIR_470_case1.wav,0.133,0.999,0.179,0.996
RIR_470_case2.wav,2.342,0.997,2.925,0.995
RIR_470_case3.wav,0.135,0.999,0.169,0.998
RIR_470_case4.wav,0.127,0.999,0.184,0.995
RIR_470_case5.wav,0.465,0.998,0.607,0.996
RIR_470_case6.wav,0.543,0.997,0.879,0.989
RIR_470_case7.wav,0.71,0.995,0.942,0.994
RIR_470_case8.wav,0.777,0.999,0.922,0.996
RIR_470_case9.wav,0.447,0.994,0.891,0.982
RIR_471_case0.wav,0.227,0.993,0.336,0.989
RIR_471_case1.wav,0.145,0.999,0.184,0.997
RIR_471_case2.wav,2.42,0.997,2.954,0.996
RIR_471_case3.wav,0.143,1.0,0.162,0.999
RIR_471_case4.wav,0.133,0.998,0.194,0.994
RIR_471_case5.wav,0.46,0.999,0.576,0.996
RIR_471_case6.wav,0.558,0.998,0.697,0.995
RIR_471_case7.wav,0.629,0.998,0.782,0.997
RIR_471_case8.wav,0.819,0.998,0.983,0.997
RIR_471_case9.wav,0.502,0.997,0.956,0.984
RIR_472_case0.wav,0.219,0.994,0.352,0.988
RIR_472_case1.wav,0.141,0.998,0.189,0.996
RIR_472_case2.wav,2.415,0.997,3.065,0.996
RIR_472_case3.wav,0.138,0.999,0.173,0.997
RIR_472_case4.wav,0.135,0.999,0.202,0.993
RIR_472_case5.wav,0.47,0.999,0.613,0.995
RIR_472_case6.wav,0.846,0.991,1.021,0.992
RIR_472_case7.wav,0.718,0.997,0.939,0.993
RIR_472_case8.wav,0.802,0.999,0.982,0.998
RIR_472_case9.wav,0.683,0.995,0.631,0.997
RIR_473_case0.wav,0.185,0.996,0.314,0.988
RIR_473_case1.wav,0.126,0.998,0.174,0.995
RIR_473_case2.wav,2.333,0.997,2.904,0.995
RIR_473_case3.wav,0.126,0.999,0.155,0.997
RIR_473_case4.wav,0.128,0.998,0.179,0.994
RIR_473_case5.wav,0.474,0.997,0.517,0.996
RIR_473_case6.wav,0.54,0.995,0.823,0.991
RIR_473_case7.wav,0.714,0.993,1.009,0.992
RIR_473_case8.wav,0.778,0.998,0.922,0.996
RIR_473_case9.wav,0.443,0.994,0.887,0.983
RIR_474_case0.wav,0.197,0.995,0.323,0.988
RIR_474_case1.wav,0.143,0.998,0.181,0.996
RIR_474_case2.wav,2.489,0.997,2.988,0.996
RIR_474_case3.wav,0.139,0.999,0.152,0.999
RIR_474_case4.wav,0.133,0.999,0.189,0.994
RIR_474_case5.wav,0.442,0.998,0.57,0.994
RIR_474_case6.wav,0.513,0.997,0.64,0.992
RIR_474_case7.wav,0.648,0.997,0.904,0.995
RIR_474_case8.wav,0.813,0.998,0.985,0.996
RIR_474_case9.wav,0.515,0.997,0.96,0.984
RIR_475_case0.wav,0.254,0.993,0.387,0.989
RIR_475_case1.wav,0.157,0.998,0.196,0.996
RIR_475_case2.wav,2.528,0.998,3.095,0.996
RIR_475_case3.wav,0.151,1.0,0.181,0.998
RIR_475_case4.wav,0.151,0.999,0.217,0.994
RIR_475_case5.wav,0.493,0.999,0.649,0.996
RIR_475_case6.wav,0.876,0.993,1.0,0.994
RIR_475_case7.wav,0.812,0.996,0.978,0.994
RIR_475_case8.wav,0.801,0.999,0.98,0.998
RIR_475_case9.wav,0.674,0.995,0.632,0.997
RIR_476_case0.wav,0.224,0.995,0.34,0.989
RIR_476_case1.wav,0.145,0.998,0.182,0.996
RIR_476_case2.wav,2.536,0.997,3.041,0.996
RIR_476_case3.wav,0.142,0.999,0.166,0.998
RIR_476_case4.wav,0.148,0.999,0.201,0.996
RIR_476_case5.wav,0.524,0.997,0.638,0.994
RIR_476_case6.wav,0.613,0.995,1.076,0.987
RIR_476_case7.wav,0.76,0.994,1.159,0.99
RIR_476_case8.wav,0.783,0.999,0.925,0.997
RIR_476_case9.wav,0.448,0.994,0.89,0.982
RIR_477_case0.wav,0.247,0.995,0.362,0.99
RIR_477_case1.wav,0.16,0.999,0.197,0.997
RIR_477_case2.wav,2.571,0.997,3.058,0.996
RIR_477_case3.wav,0.151,0.999,0.173,0.999
RIR_477_case4.wav,0.161,0.999,0.216,0.995
RIR_477_case5.wav,0.525,0.998,0.622,0.997
RIR_477_case6.wav,0.581,0.998,0.777,0.995
RIR_477_case7.wav,0.702,0.998,1.133,0.991
RIR_477_case8.wav,0.812,0.998,0.984,0.997
RIR_477_case9.wav,0.513,0.996,0.96,0.984
RIR_478_case0.wav,0.262,0.994,0.381,0.991
RIR_478_case1.wav,0.171,0.999,0.212,0.997
RIR_478_case2.wav,2.592,0.998,3.164,0.997
RIR_478_case3.wav,0.161,1.0,0.184,0.998
RIR_478_case4.wav,0.164,0.999,0.229,0.994
RIR_478_case5.wav,0.52,0.999,0.628,0.997
RIR_478_case6.wav,0.881,0.993,1.042,0.994
RIR_478_case7.wav,0.901,0.996,1.112,0.994
RIR_478_case8.wav,0.804,0.999,0.983,0.998
RIR_478_case9.wav,0.675,0.995,0.588,0.996
RIR_479_case0.wav,0.221,0.996,0.347,0.99
RIR_479_case1.wav,0.16,0.999,0.21,0.996
RIR_479_case2.wav,2.538,0.998,3.009,0.997
RIR_479_case3.wav,0.154,0.999,0.181,0.998
RIR_479_case4.wav,0.152,0.998,0.207,0.994
RIR_479_case5.wav,0.508,0.998,0.752,0.993
RIR_479_case6.wav,0.574,0.997,0.961,0.989
RIR_479_case7.wav,0.783,0.994,1.369,0.989
RIR_479_case8.wav,0.786,0.998,0.924,0.996
RIR_479_case9.wav,0.449,0.994,0.888,0.982
RIR_480_case0.wav,0.242,0.996,0.36,0.99
RIR_480_case1.wav,0.176,0.999,0.222,0.997
RIR_480_case2.wav,2.637,0.998,3.108,0.997
RIR_480_case3.wav,0.156,1.0,0.183,0.999
RIR_480_case4.wav,0.168,0.999,0.228,0.994
RIR_480_case5.wav,0.471,0.999,0.605,0.997
RIR_480_case6.wav,0.605,0.998,0.694,0.995
RIR_480_case7.wav,0.752,0.997,1.291,0.988
RIR_480_case8.wav,0.82,0.998,0.987,0.996
RIR_480_case9.wav,0.508,0.997,0.96,0.984
RIR_481_case0.wav,0.244,0.994,0.363,0.989
RIR_481_case1.wav,0.145,0.999,0.192,0.996
RIR_481_case2.wav,2.506,0.997,3.076,0.996
RIR_481_case3.wav,0.155,0.999,0.174,0.999
RIR_481_case4.wav,0.151,0.998,0.209,0.994
RIR_481_case5.wav,0.462,0.999,0.499,0.999
RIR_481_case6.wav,0.544,0.999,0.935,0.987
RIR_481_case7.wav,0.813,0.996,0.878,0.994
RIR_481_case8.wav,0.868,0.998,1.033,0.997
RIR_481_case9.wav,0.617,0.995,1.041,0.985
RIR_482_case0.wav,0.253,0.993,0.38,0.989
RIR_482_case1.wav,0.147,0.998,0.191,0.995
RIR_482_case2.wav,2.568,0.997,3.118,0.996
RIR_482_case3.wav,0.156,0.999,0.182,0.998
RIR_482_case4.wav,0.165,0.998,0.212,0.995
RIR_482_case5.wav,0.422,0.999,0.618,0.993
RIR_482_case6.wav,0.617,0.995,0.923,0.986
RIR_482_case7.wav,0.677,0.998,0.781,0.998
RIR_482_case8.wav,0.881,0.998,1.012,0.996
RIR_482_case9.wav,0.618,0.998,1.064,0.987
RIR_483_case0.wav,0.18,0.998,0.315,0.988
RIR_483_case1.wav,0.148,1.0,0.189,0.997
RIR_483_case2.wav,2.421,0.997,3.013,0.995
RIR_483_case3.wav,0.147,1.0,0.174,0.999
RIR_483_case4.wav,0.145,1.0,0.191,0.996
RIR_483_case5.wav,0.436,0.998,0.581,0.997
RIR_483_case6.wav,0.519,0.997,0.763,0.991
RIR_483_case7.wav,0.646,0.998,0.889,0.992
RIR_483_case8.wav,0.78,0.998,0.923,0.997
RIR_483_case9.wav,0.498,0.997,0.665,0.992
RIR_484_case0.wav,0.207,0.993,0.335,0.987
RIR_484_case1.wav,0.144,0.999,0.184,0.997
RIR_484_case2.wav,2.543,0.997,3.184,0.996
RIR_484_case3.wav,0.15,0.999,0.169,0.999
RIR_484_case4.wav,0.147,0.997,0.196,0.994
RIR_484_case5.wav,0.452,0.998,0.577,0.996
RIR_484_case6.wav,0.567,0.998,0.895,0.989
RIR_484_case7.wav,0.839,0.995,0.902,0.993
RIR_484_case8.wav,0.866,0.998,1.025,0.997
RIR_484_case9.wav,0.578,0.995,1.039,0.985
RIR_485_case0.wav,0.221,0.994,0.355,0.988
RIR_485_case1.wav,0.15,0.999,0.196,0.996
RIR_485_case2.wav,2.612,0.997,3.169,0.996
RIR_485_case3.wav,0.157,0.999,0.181,0.999
RIR_485_case4.wav,0.151,0.998,0.205,0.994
RIR_485_case5.wav,0.471,0.999,0.674,0.995
RIR_485_case6.wav,0.587,0.997,0.92,0.987
RIR_485_case7.wav,0.682,0.998,0.796,0.997
RIR_485_case8.wav,0.845,0.999,1.009,0.996
RIR_485_case9.wav,0.61,0.997,1.061,0.987
RIR_486_case0.wav,0.183,0.998,0.316,0.988
RIR_486_case1.wav,0.149,0.999,0.175,0.998
RIR_486_case2.wav,2.48,0.997,3.023,0.996
RIR_486_case3.wav,0.15,1.0,0.168,0.999
RIR_486_case4.wav,0.141,0.999,0.196,0.996
RIR_486_case5.wav,0.437,0.997,0.566,0.995
RIR_486_case6.wav,0.493,0.995,0.731,0.991
RIR_486_case7.wav,0.659,0.997,0.909,0.992
RIR_486_case8.wav,0.773,0.998,0.926,0.997
RIR_486_case9.wav,0.502,0.997,0.663,0.992
RIR_487_case0.wav,0.252,0.993,0.368,0.989
RIR_487_case1.wav,0.173,0.997,0.227,0.995
RIR_487_case2.wav,2.682,0.997,3.218,0.996
RIR_487_case3.wav,0.159,0.999,0.185,0.998
RIR_487_case4.wav,0.168,0.998,0.209,0.994
RIR_487_case5.wav,0.501,0.999,0.614,0.997
RIR_487_case6.wav,0.569,0.998,0.946,0.988
RIR_487_case7.wav,0.995,0.993,1.055,0.995
RIR_487_case8.wav,0.868,0.998,1.028,0.997
RIR_487_case9.wav,0.56,0.996,1.036,0.985
RIR_488_case0.wav,0.263,0.995,0.391,0.99
RIR_488_case1.wav,0.168,0.999,0.217,0.996
RIR_488_case2.wav,2.69,0.998,3.197,0.997
RIR_488_case3.wav,0.162,0.999,0.185,0.998
RIR_488_case4.wav,0.163,0.998,0.227,0.994
RIR_488_case5.wav,0.481,0.999,0.635,0.995
RIR_488_case6.wav,0.642,0.995,0.937,0.986
RIR_488_case7.wav,0.742,0.998,0.985,0.997
RIR_488_case8.wav,0.876,0.998,1.008,0.996
RIR_488_case9.wav,0.633,0.998,1.062,0.988
RIR_489_case0.wav,0.222,0.996,0.34,0.991
RIR_489_case1.wav,0.163,0.999,0.197,0.998
RIR_489_case2.wav,2.608,0.997,3.187,0.996
RIR_489_case3.wav,0.159,0.999,0.18,0.999
RIR_489_case4.wav,0.159,0.999,0.216,0.996
RIR_489_case5.wav,0.483,0.997,0.633,0.995
RIR_489_case6.wav,0.561,0.997,0.727,0.992
RIR_489_case7.wav,0.714,0.997,1.155,0.99
RIR_489_case8.wav,0.777,0.998,0.927,0.997
RIR_489_case9.wav,0.497,0.997,0.668,0.992
RIR_490_case0.wav,0.258,0.995,0.394,0.99
RIR_490_case1.wav,0.183,0.999,0.215,0.998
RIR_490_case2.wav,2.68,0.998,3.234,0.997
RIR_490_case3.wav,0.171,0.999,0.188,0.999
RIR_490_case4.wav,0.168,0.999,0.228,0.996
RIR_490_case5.wav,0.452,1.0,0.656,0.996
RIR_490_case6.wav,0.601,0.998,0.934,0.987
RIR_490_case7.wav,1.024,0.992,1.086,0.994
RIR_490_case8.wav,0.87,0.998,1.03,0.997
RIR_490_case9.wav,0.584,0.995,1.04,0.985
RIR_491_case0.wav,0.279,0.994,0.417,0.989
RIR_491_case1.wav,0.173,0.999,0.223,0.997
RIR_491_case2.wav,2.741,0.998,3.319,0.997
RIR_491_case3.wav,0.163,1.0,0.192,0.998
RIR_491_case4.wav,0.175,0.999,0.231,0.995
RIR_491_case5.wav,0.537,0.998,0.681,0.994
RIR_491_case6.wav,0.643,0.995,0.927,0.988
RIR_491_case7.wav,0.798,0.998,1.015,0.996
RIR_491_case8.wav,0.882,0.998,1.024,0.996
RIR_491_case9.wav,0.625,0.998,1.061,0.987
RIR_492_case0.wav,0.227,0.996,0.346,0.991
RIR_492_case1.wav,0.185,0.999,0.212,0.999
RIR_492_case2.wav,2.627,0.997,3.202,0.996
RIR_492_case3.wav,0.165,0.999,0.183,0.999
RIR_492_case4.wav,0.164,0.999,0.217,0.997
RIR_492_case5.wav,0.484,0.998,0.653,0.996
RIR_492_case6.wav,0.585,0.997,0.757,0.993
RIR_492_case7.wav,0.74,0.996,1.161,0.99
RIR_492_case8.wav,0.774,0.998,0.924,0.997
RIR_492_case9.wav,0.498,0.997,0.663,0.992
RIR_493_case0.wav,0.236,0.996,0.362,0.99
RIR_493_case1.wav,0.15,0.999,0.182,0.998
RIR_493_case2.wav,2.549,0.997,3.114,0.995
RIR_493_case3.wav,0.159,1.0,0.175,0.999
RIR_493_case4.wav,0.152,0.999,0.203,0.996
RIR_493_case5.wav,0.47,0.998,0.628,0.995
RIR_493_case6.wav,0.85,0.989,1.04,0.992
RIR_493_case7.wav,0.662,0.998,0.899,0.995
RIR_493_case8.wav,0.89,0.997,1.056,0.997
RIR_493_case9.wav,0.578,0.997,0.769,0.993
RIR_494_case0.wav,0.217,0.996,0.364,0.989
RIR_494_case1.wav,0.148,1.0,0.193,0.997
RIR_494_case2.wav,2.521,0.997,3.062,0.996
RIR_494_case3.wav,0.16,1.0,0.18,0.999
RIR_494_case4.wav,0.153,0.999,0.214,0.996
RIR_494_case5.wav,0.455,0.998,0.552,0.997
RIR_494_case6.wav,0.535,0.998,0.738,0.994
RIR_494_case7.wav,0.764,0.996,0.799,0.995
RIR_494_case8.wav,0.851,0.998,0.962,0.998
RIR_494_case9.wav,0.546,0.996,0.576,0.995
RIR_495_case0.wav,0.235,0.994,0.374,0.988
RIR_495_case1.wav,0.142,1.0,0.2,0.996
RIR_495_case2.wav,2.498,0.997,3.151,0.995
RIR_495_case3.wav,0.15,1.0,0.179,0.999
RIR_495_case4.wav,0.147,0.999,0.219,0.994
RIR_495_case5.wav,0.487,0.997,0.68,0.993
RIR_495_case6.wav,0.965,0.988,0.895,0.992
RIR_495_case7.wav,0.699,0.998,0.97,0.993
RIR_495_case8.wav,0.916,0.998,1.038,0.998
RIR_495_case9.wav,0.684,0.993,1.052,0.987
RIR_496_case0.wav,0.208,0.997,0.359,0.988
RIR_496_case1.wav,0.149,0.999,0.184,0.997
RIR_496_case2.wav,2.599,0.997,3.133,0.996
RIR_496_case3.wav,0.157,1.0,0.175,0.999
RIR_496_case4.wav,0.149,0.999,0.207,0.996
RIR_496_case5.wav,0.471,0.998,0.643,0.994
RIR_496_case6.wav,0.845,0.989,1.039,0.991
RIR_496_case7.wav,0.669,0.998,0.918,0.995
RIR_496_case8.wav,0.892,0.997,1.055,0.997
RIR_496_case9.wav,0.553,0.997,0.768,0.994
RIR_497_case0.wav,0.218,0.996,0.332,0.99
RIR_497_case1.wav,0.152,0.999,0.19,0.998
RIR_497_case2.wav,2.459,0.997,3.081,0.996
RIR_497_case3.wav,0.155,0.999,0.174,0.999
RIR_497_case4.wav,0.15,0.999,0.206,0.996
RIR_497_case5.wav,0.454,0.998,0.588,0.995
RIR_497_case6.wav,0.508,0.997,0.677,0.994
RIR_497_case7.wav,0.763,0.995,0.807,0.995
RIR_497_case8.wav,0.846,0.998,0.955,0.998
RIR_497_case9.wav,0.547,0.996,0.577,0.995
RIR_498_case0.wav,0.204,0.994,0.349,0.986
RIR_498_case1.wav,0.14,0.999,0.199,0.995
RIR_498_case2.wav,2.583,0.998,3.238,0.996
RIR_498_case3.wav,0.141,0.999,0.167,0.998
RIR_498_case4.wav,0.137,0.999,0.191,0.994
RIR_498_case5.wav,0.485,0.998,0.652,0.994
RIR_498_case6.wav,0.933,0.988,0.908,0.991
RIR_498_case7.wav,0.711,0.998,1.019,0.992
RIR_498_case8.wav,0.92,0.999,1.041,0.998
RIR_498_case9.wav,0.686,0.993,1.052,0.987
RIR_499_case0.wav,0.236,0.996,0.378,0.989
RIR_499_case1.wav,0.16,0.999,0.211,0.997
RIR_499_case2.wav,2.696,0.997,3.294,0.996
