filename,RT60_RT20,Corr_RT60_RT20,RT60_RT30,Corr_RT60_RT30
RIR_159_case4.wav,0.138,0.996,0.19,0.994
RIR_159_case5.wav,0.431,0.999,0.492,0.998
RIR_159_case6.wav,0.635,0.996,1.024,0.987
RIR_159_case7.wav,0.681,0.998,0.852,0.997
RIR_159_case8.wav,0.791,0.999,0.924,0.998
RIR_159_case9.wav,0.528,0.995,0.816,0.992
RIR_160_case0.wav,0.231,0.993,0.346,0.99
RIR_160_case1.wav,0.142,0.998,0.189,0.996
RIR_160_case2.wav,2.26,0.997,2.767,0.996
RIR_160_case3.wav,0.125,0.998,0.152,0.997
RIR_160_case4.wav,0.136,0.996,0.2,0.993
RIR_160_case5.wav,0.409,0.999,0.484,0.998
RIR_160_case6.wav,0.531,0.998,0.924,0.988
RIR_160_case7.wav,0.772,0.997,0.942,0.995
RIR_160_case8.wav,0.76,0.999,0.898,0.998
RIR_160_case9.wav,0.501,0.995,0.698,0.991
RIR_161_case0.wav,0.147,0.996,0.256,0.987
RIR_161_case1.wav,0.122,0.999,0.163,0.996
RIR_161_case2.wav,2.083,0.997,2.623,0.995
RIR_161_case3.wav,0.123,0.999,0.14,0.998
RIR_161_case4.wav,0.114,0.999,0.17,0.994
RIR_161_case5.wav,0.343,0.998,0.42,0.997
RIR_161_case6.wav,0.376,0.998,0.634,0.99
RIR_161_case7.wav,0.514,0.998,0.743,0.993
RIR_161_case8.wav,0.694,0.998,0.806,0.997
RIR_161_case9.wav,0.4,0.997,0.599,0.992
RIR_162_case0.wav,0.227,0.993,0.349,0.988
RIR_162_case1.wav,0.143,0.999,0.186,0.996
RIR_162_case2.wav,2.277,0.998,2.761,0.996
RIR_162_case3.wav,0.131,0.998,0.157,0.997
RIR_162_case4.wav,0.134,0.996,0.193,0.993
RIR_162_case5.wav,0.408,0.999,0.494,0.998
RIR_162_case6.wav,0.526,0.998,0.919,0.989
RIR_162_case7.wav,0.693,0.997,0.948,0.995
RIR_162_case8.wav,0.787,0.999,0.924,0.998
RIR_162_case9.wav,0.525,0.995,0.809,0.992
RIR_163_case0.wav,0.244,0.991,0.365,0.991
RIR_163_case1.wav,0.153,0.998,0.201,0.996
RIR_163_case2.wav,2.341,0.998,2.823,0.997
RIR_163_case3.wav,0.136,0.998,0.161,0.998
RIR_163_case4.wav,0.149,0.995,0.197,0.994
RIR_163_case5.wav,0.428,0.999,0.501,0.998
RIR_163_case6.wav,0.599,0.997,0.946,0.988
RIR_163_case7.wav,0.868,0.997,1.024,0.995
RIR_163_case8.wav,0.761,0.999,0.883,0.998
RIR_163_case9.wav,0.502,0.995,0.696,0.991
RIR_164_case0.wav,0.176,0.995,0.287,0.988
RIR_164_case1.wav,0.144,0.999,0.178,0.997
RIR_164_case2.wav,2.196,0.998,2.757,0.996
RIR_164_case3.wav,0.132,0.999,0.153,0.998
RIR_164_case4.wav,0.13,0.999,0.177,0.995
RIR_164_case5.wav,0.409,0.998,0.506,0.997
RIR_164_case6.wav,0.461,0.997,0.652,0.991
RIR_164_case7.wav,0.622,0.997,0.826,0.994
RIR_164_case8.wav,0.695,0.998,0.803,0.998
RIR_164_case9.wav,0.4,0.997,0.609,0.992
RIR_165_case0.wav,0.252,0.994,0.361,0.99
RIR_165_case1.wav,0.162,0.998,0.218,0.995
RIR_165_case2.wav,2.33,0.998,2.848,0.997
RIR_165_case3.wav,0.142,0.999,0.183,0.997
RIR_165_case4.wav,0.164,0.997,0.217,0.994
RIR_165_case5.wav,0.43,0.999,0.511,0.998
RIR_165_case6.wav,0.585,0.997,0.938,0.988
RIR_165_case7.wav,0.728,0.998,1.031,0.994
RIR_165_case8.wav,0.784,0.999,0.922,0.998
RIR_165_case9.wav,0.529,0.995,0.813,0.992
RIR_166_case0.wav,0.279,0.994,0.367,0.992
RIR_166_case1.wav,0.165,0.998,0.207,0.996
RIR_166_case2.wav,2.394,0.998,2.854,0.997
RIR_166_case3.wav,0.145,0.999,0.18,0.998
RIR_166_case4.wav,0.167,0.998,0.217,0.995
RIR_166_case5.wav,0.439,0.999,0.552,0.998
RIR_166_case6.wav,0.622,0.997,0.956,0.989
RIR_166_case7.wav,0.965,0.996,1.168,0.995
RIR_166_case8.wav,0.757,0.999,0.894,0.998
RIR_166_case9.wav,0.506,0.995,0.696,0.992
RIR_167_case0.wav,0.187,0.997,0.307,0.99
RIR_167_case1.wav,0.149,0.999,0.188,0.997
RIR_167_case2.wav,2.245,0.998,2.764,0.996
RIR_167_case3.wav,0.146,0.999,0.167,0.998
RIR_167_case4.wav,0.147,0.999,0.183,0.997
RIR_167_case5.wav,0.381,0.999,0.525,0.996
RIR_167_case6.wav,0.483,0.998,0.68,0.99
RIR_167_case7.wav,0.666,0.996,0.872,0.994
RIR_167_case8.wav,0.693,0.998,0.804,0.997
RIR_167_case9.wav,0.402,0.997,0.598,0.992
RIR_168_case0.wav,0.272,0.994,0.382,0.99
RIR_168_case1.wav,0.161,0.998,0.217,0.994
RIR_168_case2.wav,2.361,0.998,2.885,0.997
RIR_168_case3.wav,0.148,0.999,0.186,0.997
RIR_168_case4.wav,0.155,0.999,0.224,0.994
RIR_168_case5.wav,0.437,0.999,0.554,0.998
RIR_168_case6.wav,0.612,0.998,0.96,0.989
RIR_168_case7.wav,0.742,0.997,1.064,0.995
RIR_168_case8.wav,0.786,0.999,0.925,0.999
RIR_168_case9.wav,0.528,0.995,0.813,0.992
RIR_169_case0.wav,0.124,0.995,0.219,0.987
RIR_169_case1.wav,0.094,0.996,0.121,0.995
RIR_169_case2.wav,1.77,0.998,2.187,0.996
RIR_169_case3.wav,0.089,0.998,0.11,0.997
RIR_169_case4.wav,0.084,0.998,0.121,0.994
RIR_169_case5.wav,0.359,0.998,0.458,0.997
RIR_169_case6.wav,0.473,0.996,0.765,0.987
RIR_169_case7.wav,0.613,0.994,0.977,0.988
RIR_169_case8.wav,0.613,0.999,0.7,0.998
RIR_169_case9.wav,0.458,0.994,0.52,0.996
RIR_170_case0.wav,0.148,0.997,0.213,0.992
RIR_170_case1.wav,0.111,0.999,0.13,0.999
RIR_170_case2.wav,1.814,0.998,2.196,0.996
RIR_170_case3.wav,0.109,1.0,0.121,0.999
RIR_170_case4.wav,0.096,1.0,0.129,0.996
RIR_170_case5.wav,0.349,0.999,0.5,0.994
RIR_170_case6.wav,0.501,0.995,0.74,0.989
RIR_170_case7.wav,0.534,0.996,0.648,0.997
RIR_170_case8.wav,0.641,0.998,0.718,0.998
RIR_170_case9.wav,0.4,0.996,0.514,0.995
RIR_171_case0.wav,0.134,0.993,0.211,0.988
RIR_171_case1.wav,0.093,0.996,0.121,0.995
RIR_171_case2.wav,1.766,0.998,2.182,0.996
RIR_171_case3.wav,0.087,0.998,0.108,0.997
RIR_171_case4.wav,0.088,0.998,0.125,0.994
RIR_171_case5.wav,0.358,0.997,0.465,0.996
RIR_171_case6.wav,0.48,0.996,0.781,0.987
RIR_171_case7.wav,0.587,0.995,0.948,0.99
RIR_171_case8.wav,0.644,0.998,0.704,0.998
RIR_171_case9.wav,0.417,0.996,0.459,0.993
RIR_172_case0.wav,0.152,0.993,0.215,0.989
RIR_172_case1.wav,0.097,0.997,0.129,0.995
RIR_172_case2.wav,1.805,0.998,2.198,0.997
RIR_172_case3.wav,0.092,0.997,0.108,0.997
RIR_172_case4.wav,0.082,0.998,0.128,0.993
RIR_172_case5.wav,0.344,0.998,0.5,0.993
RIR_172_case6.wav,0.471,0.996,0.727,0.987
RIR_172_case7.wav,0.613,0.993,0.996,0.986
RIR_172_case8.wav,0.613,0.999,0.701,0.998
RIR_172_case9.wav,0.459,0.995,0.521,0.996
RIR_173_case0.wav,0.126,0.997,0.209,0.988
RIR_173_case1.wav,0.113,0.999,0.142,0.997
RIR_173_case2.wav,1.849,0.998,2.243,0.997
RIR_173_case3.wav,0.11,0.999,0.121,0.999
RIR_173_case4.wav,0.1,0.999,0.133,0.996
RIR_173_case5.wav,0.367,0.998,0.5,0.994
RIR_173_case6.wav,0.473,0.995,0.729,0.989
RIR_173_case7.wav,0.548,0.995,0.666,0.996
RIR_173_case8.wav,0.636,0.998,0.716,0.998
RIR_173_case9.wav,0.402,0.997,0.515,0.996
RIR_174_case0.wav,0.137,0.994,0.223,0.988
RIR_174_case1.wav,0.099,0.997,0.132,0.995
RIR_174_case2.wav,1.802,0.998,2.183,0.997
RIR_174_case3.wav,0.089,0.998,0.111,0.997
RIR_174_case4.wav,0.084,0.999,0.131,0.993
RIR_174_case5.wav,0.344,0.997,0.499,0.993
RIR_174_case6.wav,0.456,0.996,0.726,0.987
RIR_174_case7.wav,0.589,0.994,1.112,0.985
RIR_174_case8.wav,0.637,0.998,0.703,0.998
RIR_174_case9.wav,0.412,0.996,0.456,0.993
RIR_175_case0.wav,0.152,0.995,0.24,0.988
RIR_175_case1.wav,0.12,0.999,0.15,0.996
RIR_175_case2.wav,1.893,0.998,2.252,0.997
RIR_175_case3.wav,0.111,0.999,0.131,0.998
RIR_175_case4.wav,0.106,0.999,0.146,0.995
RIR_175_case5.wav,0.391,0.998,0.599,0.992
RIR_175_case6.wav,0.589,0.995,0.732,0.987
RIR_175_case7.wav,0.726,0.994,1.04,0.987
RIR_175_case8.wav,0.614,0.999,0.703,0.998
RIR_175_case9.wav,0.461,0.994,0.521,0.996
RIR_176_case0.wav,0.181,0.997,0.242,0.994
RIR_176_case1.wav,0.127,0.999,0.155,0.998
RIR_176_case2.wav,1.918,0.998,2.28,0.997
RIR_176_case3.wav,0.118,1.0,0.132,0.999
RIR_176_case4.wav,0.106,1.0,0.148,0.996
RIR_176_case5.wav,0.417,0.997,0.509,0.996
RIR_176_case6.wav,0.531,0.995,0.752,0.99
RIR_176_case7.wav,0.567,0.996,0.695,0.996
RIR_176_case8.wav,0.638,0.998,0.719,0.998
RIR_176_case9.wav,0.398,0.996,0.513,0.996
RIR_177_case0.wav,0.15,0.995,0.242,0.989
RIR_177_case1.wav,0.12,0.999,0.148,0.997
RIR_177_case2.wav,1.89,0.998,2.262,0.997
RIR_177_case3.wav,0.108,0.999,0.128,0.998
RIR_177_case4.wav,0.105,0.999,0.147,0.995
RIR_177_case5.wav,0.404,0.999,0.622,0.993
RIR_177_case6.wav,0.608,0.994,0.733,0.987
RIR_177_case7.wav,0.67,0.995,1.196,0.984
RIR_177_case8.wav,0.643,0.998,0.703,0.998
RIR_177_case9.wav,0.423,0.996,0.459,0.994
RIR_178_case0.wav,0.166,0.995,0.25,0.989
RIR_178_case1.wav,0.121,0.998,0.154,0.996
RIR_178_case2.wav,1.957,0.998,2.32,0.997
RIR_178_case3.wav,0.11,0.999,0.145,0.996
RIR_178_case4.wav,0.102,0.999,0.155,0.993
RIR_178_case5.wav,0.376,0.999,0.562,0.994
RIR_178_case6.wav,0.572,0.996,0.833,0.988
RIR_178_case7.wav,0.742,0.993,1.075,0.987
RIR_178_case8.wav,0.614,0.999,0.701,0.998
RIR_178_case9.wav,0.457,0.994,0.519,0.996
RIR_179_case0.wav,0.17,0.998,0.24,0.993
RIR_179_case1.wav,0.132,0.999,0.158,0.998
RIR_179_case2.wav,1.953,0.999,2.317,0.997
RIR_179_case3.wav,0.12,1.0,0.133,0.999
RIR_179_case4.wav,0.125,0.998,0.164,0.997
RIR_179_case5.wav,0.418,0.998,0.531,0.995
RIR_179_case6.wav,0.538,0.995,0.748,0.99
RIR_179_case7.wav,0.57,0.995,0.737,0.995
RIR_179_case8.wav,0.632,0.998,0.711,0.998
RIR_179_case9.wav,0.404,0.996,0.517,0.996
RIR_180_case0.wav,0.167,0.996,0.246,0.991
RIR_180_case1.wav,0.12,0.999,0.152,0.996
RIR_180_case2.wav,1.936,0.998,2.324,0.997
RIR_180_case3.wav,0.109,0.999,0.135,0.998
RIR_180_case4.wav,0.109,0.999,0.158,0.994
RIR_180_case5.wav,0.371,0.999,0.56,0.994
RIR_180_case6.wav,0.554,0.995,0.837,0.987
RIR_180_case7.wav,0.699,0.994,1.237,0.983
RIR_180_case8.wav,0.645,0.998,0.707,0.998
RIR_180_case9.wav,0.417,0.996,0.457,0.994
RIR_181_case0.wav,0.184,0.993,0.256,0.99
RIR_181_case1.wav,0.116,0.999,0.148,0.996
RIR_181_case2.wav,1.939,0.998,2.35,0.996
RIR_181_case3.wav,0.112,1.0,0.13,0.999
RIR_181_case4.wav,0.111,0.999,0.16,0.993
RIR_181_case5.wav,0.393,0.999,0.486,0.997
RIR_181_case6.wav,0.475,0.998,0.675,0.994
RIR_181_case7.wav,0.624,0.998,0.878,0.994
RIR_181_case8.wav,0.652,0.999,0.743,0.998
RIR_181_case9.wav,0.424,0.998,0.595,0.993
RIR_182_case0.wav,0.179,0.995,0.256,0.989
RIR_182_case1.wav,0.117,0.999,0.151,0.996
RIR_182_case2.wav,1.94,0.998,2.37,0.996
RIR_182_case3.wav,0.113,0.999,0.127,0.999
RIR_182_case4.wav,0.108,0.999,0.155,0.994
RIR_182_case5.wav,0.375,0.999,0.541,0.995
RIR_182_case6.wav,0.463,0.998,0.69,0.99
RIR_182_case7.wav,0.627,0.996,0.78,0.996
RIR_182_case8.wav,0.691,0.999,0.753,0.998
RIR_182_case9.wav,0.399,0.997,0.591,0.992
RIR_183_case0.wav,0.152,0.995,0.237,0.988
RIR_183_case1.wav,0.111,1.0,0.137,0.998
RIR_183_case2.wav,1.953,0.998,2.335,0.996
RIR_183_case3.wav,0.109,1.0,0.123,0.999
RIR_183_case4.wav,0.106,0.999,0.142,0.996
RIR_183_case5.wav,0.423,0.997,0.482,0.997
RIR_183_case6.wav,0.536,0.996,0.816,0.992
RIR_183_case7.wav,0.607,0.997,0.883,0.991
RIR_183_case8.wav,0.641,0.999,0.727,0.999
RIR_183_case9.wav,0.445,0.994,0.665,0.991
RIR_184_case0.wav,0.179,0.992,0.257,0.989
RIR_184_case1.wav,0.12,0.999,0.153,0.997
RIR_184_case2.wav,1.958,0.998,2.352,0.996
RIR_184_case3.wav,0.112,0.999,0.129,0.998
RIR_184_case4.wav,0.118,0.999,0.157,0.995
RIR_184_case5.wav,0.394,0.999,0.496,0.997
RIR_184_case6.wav,0.463,0.998,0.642,0.993
RIR_184_case7.wav,0.642,0.997,0.927,0.993
RIR_184_case8.wav,0.651,0.999,0.744,0.998
RIR_184_case9.wav,0.417,0.998,0.59,0.993
RIR_185_case0.wav,0.16,0.996,0.252,0.988
RIR_185_case1.wav,0.125,0.999,0.148,0.998
RIR_185_case2.wav,1.978,0.998,2.38,0.997
RIR_185_case3.wav,0.113,0.999,0.126,0.999
RIR_185_case4.wav,0.113,0.999,0.154,0.995
RIR_185_case5.wav,0.369,0.999,0.514,0.995
RIR_185_case6.wav,0.42,0.998,0.684,0.99
RIR_185_case7.wav,0.644,0.995,0.79,0.995
RIR_185_case8.wav,0.684,0.999,0.756,0.998
RIR_185_case9.wav,0.406,0.998,0.594,0.993
RIR_186_case0.wav,0.15,0.996,0.229,0.989
RIR_186_case1.wav,0.109,0.999,0.137,0.997
RIR_186_case2.wav,1.961,0.998,2.36,0.996
RIR_186_case3.wav,0.103,1.0,0.122,0.998
RIR_186_case4.wav,0.097,1.0,0.138,0.995
RIR_186_case5.wav,0.437,0.997,0.513,0.996
RIR_186_case6.wav,0.54,0.995,0.641,0.996
RIR_186_case7.wav,0.606,0.995,0.908,0.99
RIR_186_case8.wav,0.637,0.999,0.726,0.999
RIR_186_case9.wav,0.444,0.994,0.664,0.991
RIR_187_case0.wav,0.198,0.994,0.278,0.99
RIR_187_case1.wav,0.137,0.999,0.166,0.997
RIR_187_case2.wav,2.058,0.998,2.44,0.997
RIR_187_case3.wav,0.124,1.0,0.142,0.999
RIR_187_case4.wav,0.124,0.999,0.179,0.994
RIR_187_case5.wav,0.412,0.999,0.542,0.997
RIR_187_case6.wav,0.517,0.999,0.675,0.993
RIR_187_case7.wav,0.66,0.997,1.003,0.992
RIR_187_case8.wav,0.65,0.999,0.745,0.998
RIR_187_case9.wav,0.414,0.998,0.593,0.993
RIR_188_case0.wav,0.191,0.995,0.27,0.991
RIR_188_case1.wav,0.139,0.999,0.168,0.998
RIR_188_case2.wav,2.067,0.998,2.45,0.997
RIR_188_case3.wav,0.122,1.0,0.14,0.999
RIR_188_case4.wav,0.127,0.999,0.169,0.996
RIR_188_case5.wav,0.412,0.999,0.566,0.995
RIR_188_case6.wav,0.537,0.997,0.699,0.99
RIR_188_case7.wav,0.66,0.995,0.822,0.995
RIR_188_case8.wav,0.691,0.999,0.754,0.998
RIR_188_case9.wav,0.401,0.997,0.593,0.992
RIR_189_case0.wav,0.153,0.997,0.237,0.99
RIR_189_case1.wav,0.12,0.999,0.152,0.997
RIR_189_case2.wav,2.025,0.998,2.412,0.997
RIR_189_case3.wav,0.122,0.999,0.136,0.999
RIR_189_case4.wav,0.107,1.0,0.156,0.995
RIR_189_case5.wav,0.43,0.998,0.544,0.997
RIR_189_case6.wav,0.544,0.996,0.693,0.995
RIR_189_case7.wav,0.639,0.996,0.93,0.99
RIR_189_case8.wav,0.641,0.999,0.73,0.999
RIR_189_case9.wav,0.438,0.993,0.665,0.99
RIR_190_case0.wav,0.211,0.997,0.289,0.992
RIR_190_case1.wav,0.148,0.999,0.181,0.998
RIR_190_case2.wav,2.1,0.998,2.469,0.998
RIR_190_case3.wav,0.128,0.999,0.146,0.999
RIR_190_case4.wav,0.133,0.999,0.183,0.996
RIR_190_case5.wav,0.409,0.999,0.539,0.998
RIR_190_case6.wav,0.459,0.999,0.671,0.993
RIR_190_case7.wav,0.727,0.997,1.051,0.992
RIR_190_case8.wav,0.651,0.999,0.745,0.998
RIR_190_case9.wav,0.418,0.998,0.591,0.993
RIR_191_case0.wav,0.205,0.996,0.29,0.992
RIR_191_case1.wav,0.144,0.999,0.18,0.997
RIR_191_case2.wav,2.112,0.998,2.452,0.997
RIR_191_case3.wav,0.131,0.999,0.143,0.999
RIR_191_case4.wav,0.132,0.999,0.185,0.995
RIR_191_case5.wav,0.443,0.999,0.578,0.996
RIR_191_case6.wav,0.565,0.996,0.715,0.99
RIR_191_case7.wav,0.695,0.995,0.869,0.995
RIR_191_case8.wav,0.681,0.998,0.754,0.998
RIR_191_case9.wav,0.404,0.997,0.593,0.993
RIR_192_case0.wav,0.156,0.997,0.257,0.989
RIR_192_case1.wav,0.132,0.999,0.173,0.998
RIR_192_case2.wav,2.063,0.998,2.471,0.997
RIR_192_case3.wav,0.128,0.999,0.142,0.999
RIR_192_case4.wav,0.115,0.999,0.165,0.996
RIR_192_case5.wav,0.437,0.998,0.525,0.997
RIR_192_case6.wav,0.553,0.996,0.807,0.993
RIR_192_case7.wav,0.633,0.995,0.933,0.99
RIR_192_case8.wav,0.639,0.999,0.722,0.999
RIR_192_case9.wav,0.443,0.994,0.666,0.991
RIR_193_case0.wav,0.154,0.997,0.244,0.99
RIR_193_case1.wav,0.124,0.999,0.145,0.998
RIR_193_case2.wav,1.986,0.998,2.442,0.996
RIR_193_case3.wav,0.12,0.999,0.136,0.999
RIR_193_case4.wav,0.112,0.999,0.149,0.997
RIR_193_case5.wav,0.348,0.999,0.475,0.995
RIR_193_case6.wav,0.397,0.998,0.599,0.992
RIR_193_case7.wav,0.557,0.998,0.789,0.993
RIR_193_case8.wav,0.673,0.998,0.757,0.998
RIR_193_case9.wav,0.355,0.998,0.603,0.987
RIR_194_case0.wav,0.132,0.997,0.229,0.988
RIR_194_case1.wav,0.114,0.999,0.136,0.998
RIR_194_case2.wav,1.92,0.997,2.366,0.996
RIR_194_case3.wav,0.109,0.999,0.125,0.999
RIR_194_case4.wav,0.099,0.999,0.143,0.995
RIR_194_case5.wav,0.368,0.997,0.405,0.997
RIR_194_case6.wav,0.438,0.995,0.736,0.989
RIR_194_case7.wav,0.532,0.995,0.892,0.988
RIR_194_case8.wav,0.611,0.998,0.697,0.997
RIR_194_case9.wav,0.357,0.996,0.522,0.991
RIR_195_case0.wav,0.147,0.998,0.243,0.99
RIR_195_case1.wav,0.123,1.0,0.148,0.998
RIR_195_case2.wav,1.994,0.997,2.423,0.996
RIR_195_case3.wav,0.118,1.0,0.132,0.999
RIR_195_case4.wav,0.109,1.0,0.15,0.997
RIR_195_case5.wav,0.403,0.998,0.471,0.997
RIR_195_case6.wav,0.482,0.997,0.787,0.991
RIR_195_case7.wav,0.566,0.997,0.907,0.989
RIR_195_case8.wav,0.64,0.999,0.781,0.998
RIR_195_case9.wav,0.372,0.997,0.58,0.992
RIR_196_case0.wav,0.144,0.997,0.242,0.988
RIR_196_case1.wav,0.127,0.999,0.154,0.998
RIR_196_case2.wav,2.02,0.998,2.469,0.996
RIR_196_case3.wav,0.122,0.999,0.135,0.999
RIR_196_case4.wav,0.111,0.999,0.151,0.996
RIR_196_case5.wav,0.388,0.998,0.515,0.995
RIR_196_case6.wav,0.461,0.997,0.623,0.992
RIR_196_case7.wav,0.554,0.997,0.831,0.992
RIR_196_case8.wav,0.671,0.998,0.756,0.998
RIR_196_case9.wav,0.351,0.998,0.602,0.987
RIR_197_case0.wav,0.127,0.996,0.222,0.988
RIR_197_case1.wav,0.107,0.998,0.133,0.996
RIR_197_case2.wav,1.913,0.998,2.353,0.996
RIR_197_case3.wav,0.105,0.998,0.121,0.998
RIR_197_case4.wav,0.095,0.998,0.126,0.995
RIR_197_case5.wav,0.371,0.996,0.477,0.994
RIR_197_case6.wav,0.452,0.994,0.567,0.993
RIR_197_case7.wav,0.519,0.994,0.905,0.986
RIR_197_case8.wav,0.612,0.998,0.699,0.997
RIR_197_case9.wav,0.351,0.995,0.519,0.991
RIR_198_case0.wav,0.141,0.997,0.242,0.988
RIR_198_case1.wav,0.124,0.999,0.147,0.998
RIR_198_case2.wav,2.036,0.998,2.473,0.996
RIR_198_case3.wav,0.109,0.999,0.126,0.999
RIR_198_case4.wav,0.11,1.0,0.145,0.996
RIR_198_case5.wav,0.364,0.998,0.431,0.997
RIR_198_case6.wav,0.458,0.996,0.756,0.99
RIR_198_case7.wav,0.573,0.997,0.937,0.988
RIR_198_case8.wav,0.655,0.999,0.786,0.998
RIR_198_case9.wav,0.366,0.997,0.57,0.992
RIR_199_case0.wav,0.173,0.998,0.254,0.993
RIR_199_case1.wav,0.137,0.999,0.165,0.998
RIR_199_case2.wav,2.097,0.998,2.531,0.997
RIR_199_case3.wav,0.13,1.0,0.145,0.999
RIR_199_case4.wav,0.123,0.999,0.157,0.997
RIR_199_case5.wav,0.376,0.999,0.502,0.996
RIR_199_case6.wav,0.49,0.997,0.628,0.991
RIR_199_case7.wav,0.666,0.995,0.882,0.992
RIR_199_case8.wav,0.671,0.998,0.759,0.998
RIR_199_case9.wav,0.353,0.998,0.605,0.987
RIR_200_case0.wav,0.161,0.998,0.252,0.991
RIR_200_case1.wav,0.125,0.999,0.152,0.998
RIR_200_case2.wav,2.027,0.998,2.474,0.996
RIR_200_case3.wav,0.119,0.999,0.136,0.999
RIR_200_case4.wav,0.111,0.999,0.158,0.995
RIR_200_case5.wav,0.395,0.998,0.571,0.995
RIR_200_case6.wav,0.471,0.996,0.691,0.991
RIR_200_case7.wav,0.566,0.995,1.24,0.984
RIR_200_case8.wav,0.613,0.998,0.699,0.997
RIR_200_case9.wav,0.357,0.996,0.52,0.991
RIR_201_case0.wav,0.181,0.997,0.265,0.992
RIR_201_case1.wav,0.143,0.999,0.165,0.999
RIR_201_case2.wav,2.091,0.998,2.528,0.997
RIR_201_case3.wav,0.129,1.0,0.144,0.999
RIR_201_case4.wav,0.12,1.0,0.159,0.996
RIR_201_case5.wav,0.39,0.999,0.49,0.998
RIR_201_case6.wav,0.499,0.997,0.773,0.991
RIR_201_case7.wav,0.635,0.997,0.977,0.988
RIR_201_case8.wav,0.654,0.999,0.787,0.998
RIR_201_case9.wav,0.37,0.997,0.573,0.992
RIR_202_case0.wav,0.185,0.998,0.272,0.993
RIR_202_case1.wav,0.146,0.999,0.173,0.998
RIR_202_case2.wav,2.12,0.998,2.544,0.997
RIR_202_case3.wav,0.134,1.0,0.147,1.0
RIR_202_case4.wav,0.127,0.999,0.169,0.997
RIR_202_case5.wav,0.417,0.999,0.534,0.996
RIR_202_case6.wav,0.497,0.996,0.7,0.992
RIR_202_case7.wav,0.71,0.995,0.926,0.992
RIR_202_case8.wav,0.671,0.998,0.758,0.998
RIR_202_case9.wav,0.357,0.998,0.603,0.987
RIR_203_case0.wav,0.145,0.998,0.256,0.99
RIR_203_case1.wav,0.132,0.998,0.153,0.998
RIR_203_case2.wav,2.068,0.998,2.471,0.997
RIR_203_case3.wav,0.123,0.998,0.138,0.998
RIR_203_case4.wav,0.114,0.997,0.149,0.996
RIR_203_case5.wav,0.388,0.998,0.481,0.996
RIR_203_case6.wav,0.456,0.996,0.792,0.988
RIR_203_case7.wav,0.585,0.994,1.275,0.982
RIR_203_case8.wav,0.614,0.998,0.697,0.997
RIR_203_case9.wav,0.357,0.996,0.53,0.991
RIR_204_case0.wav,0.176,0.999,0.27,0.992
RIR_204_case1.wav,0.143,0.999,0.171,0.999
RIR_204_case2.wav,2.13,0.998,2.557,0.997
RIR_204_case3.wav,0.135,0.999,0.148,0.999
RIR_204_case4.wav,0.119,1.0,0.168,0.996
RIR_204_case5.wav,0.416,0.999,0.495,0.998
RIR_204_case6.wav,0.485,0.998,0.789,0.991
RIR_204_case7.wav,0.653,0.996,1.003,0.987
RIR_204_case8.wav,0.631,0.999,0.769,0.998
RIR_204_case9.wav,0.367,0.997,0.564,0.993
RIR_205_case0.wav,0.166,0.994,0.265,0.988
RIR_205_case1.wav,0.115,0.999,0.148,0.996
RIR_205_case2.wav,2.082,0.997,2.529,0.996
RIR_205_case3.wav,0.112,0.999,0.131,0.998
RIR_205_case4.wav,0.109,0.999,0.157,0.994
RIR_205_case5.wav,0.343,0.999,0.497,0.994
RIR_205_case6.wav,0.402,0.999,0.6,0.991
RIR_205_case7.wav,0.576,0.998,0.815,0.994
RIR_205_case8.wav,0.71,0.998,0.782,0.998
RIR_205_case9.wav,0.427,0.995,0.667,0.991
RIR_206_case0.wav,0.2,0.991,0.293,0.989
RIR_206_case1.wav,0.125,0.999,0.165,0.996
RIR_206_case2.wav,2.091,0.998,2.557,0.996
RIR_206_case3.wav,0.118,0.999,0.145,0.997
RIR_206_case4.wav,0.113,0.998,0.174,0.993
RIR_206_case5.wav,0.439,0.998,0.555,0.996
RIR_206_case6.wav,0.824,0.99,0.873,0.993
RIR_206_case7.wav,0.626,0.998,0.798,0.995
RIR_206_case8.wav,0.732,0.999,0.809,0.998
RIR_206_case9.wav,0.556,0.996,0.568,0.997
RIR_207_case0.wav,0.133,0.997,0.237,0.988
RIR_207_case1.wav,0.108,0.999,0.137,0.997
RIR_207_case2.wav,2.037,0.997,2.463,0.996
RIR_207_case3.wav,0.116,0.999,0.133,0.999
RIR_207_case4.wav,0.105,0.999,0.14,0.996
RIR_207_case5.wav,0.403,0.998,0.464,0.998
RIR_207_case6.wav,0.471,0.997,0.818,0.986
RIR_207_case7.wav,0.608,0.996,0.907,0.99
RIR_207_case8.wav,0.637,0.999,0.764,0.997
RIR_207_case9.wav,0.416,0.991,0.674,0.987
RIR_208_case0.wav,0.171,0.994,0.281,0.988
RIR_208_case1.wav,0.115,0.999,0.156,0.996
RIR_208_case2.wav,2.078,0.998,2.509,0.996
RIR_208_case3.wav,0.111,0.999,0.132,0.998
RIR_208_case4.wav,0.106,0.999,0.161,0.993
RIR_208_case5.wav,0.387,0.998,0.502,0.995
RIR_208_case6.wav,0.419,0.997,0.602,0.991
RIR_208_case7.wav,0.555,0.996,0.825,0.993
RIR_208_case8.wav,0.712,0.998,0.782,0.998
RIR_208_case9.wav,0.422,0.995,0.659,0.991
RIR_209_case0.wav,0.198,0.992,0.294,0.989
RIR_209_case1.wav,0.13,0.998,0.175,0.995
